reviewer_name,rating,date,review_text
Ahmad Faqi,5,7 bulan lalu,cocok untuk istirahat sejenak dr perjalanan jauh  
Widiastuty parawansyah,5,6 bulan lalu,"Klo ke batu, kurang lengkap tanpa ke alun-alun batu  "
Ulfa Rifaza,4,2 tahun lalu,"Lokasi strategis, suasananya kalau malam enak Rame bgt, semakin malam semakin ramai Banyak banget pilihan jajanan Cocok buat santai bareng Ada bianglala sama permainan anak2 gitu Ada di samping pintu masuk, tp akan lebih baik lagi kalau ditingkatkan kebersihannya"
Dinda Ayunda,5,2 tahun lalu,"Kota yg pling sering aku singgahi waktu dimlg. Kota batu dan malang memang cantik utk mngukir sebuah kenangan 🥰😅🥰 tempatnya adem , seger , mknannya enk2 apalagi nasi goreng malang🤤🤤 ada taman bermain juga buat ank2. So happy …  "
Diva Shafira Artanti,5,setahun lalu,"Banyak wahana permainan untuk anak anak, banyak pedagang oleh-oleh maupun restoran, terdapat tempat penyewaan skuter, suasana sejuk  "
Angga Rahmadhani,5,3 tahun lalu,Kurang bagus kalo pagi.. kayanya bagus malam.. kesini numpang makan nasi pecel yg di jalan seberangnya pake mobil luxio silver dan enak kok  1 
Bryan dr,5,11 bulan lalu,Tempat untuk bersantai di malam hari Tidak lupa beli jajan dan susu  
Safreno,5,5 bulan lalu,"Pagi sampai malam selalu ramai. Dari dulu setiap kesini beli susu atau yogurt, tapi sekarang harga susu dan yogurtnya overpriced, memang wajar ada kenaikan harga tapi saat ini sepertinya naiknya kemahalan.  "
Ayu Permatasari,3,2 tahun lalu,"Kalo malam dan weekend baiknya datang lebih awal, kalo udah jam 7 jangan harap mudah dapat parkiran. Arena permainannya terlalu sedikit dan sempit. Toilet bayar tapi sangat kotor, bau, dan jorok tidak dibersihkan.  "
si arul,5,7 bulan lalu,"Bagus, ikonik kota batu. Tapi sayang bianglalanya lagi gabisa di pakai, semoga segera mendapat bianglala baru atau mendapat perbaikan dari pemkot batu Asik enak buat wisata kuliner Bersih"
Edy Urip Muamin,5,3 tahun lalu,"Alun batu cukup bagus untuk tempat istirahat sejenak sambil selvi, makanannya murah, Cuma sayang kurang penerangan lampu kalau di malam hari remang2 coba di tambah lampu penerangannya biar tambah lebih bagus & cantik lagi, mungkin pemkot batu bisa menerima usulan ini....  1 "
setijawan,4,setahun lalu,Wisata dikota batu yg berada di alun alun kota sangat cocok buat bersantai bersama keluarga tercinta  
steven westony,4,3 tahun lalu, 
Agnez Aulia,4,setahun lalu,"Adem juga kesini pas cuaca panas, cuma ga rekom buat main di playgroundnya karna panas 🤣 Skrg toiletnya gratis.. …  "
Syauban Anas,5,2 tahun lalu,"Alun-alun yang juga menjadi salah satu tujuan destinasi wisatawan yang sedang berlibur di Kota wisata batu. Merupakan tetengger pusat kota yang menjadi icon kota wisata batu Banyak penjual makanan di sini, serta salah satu daya tariknya adalah bianglala yang iconic tersebut. Parkiran penuh sesak, terutama di hari libur dan malam minggu. Pukul 21.00 alun-alun ini ditutup. Di Minggu pagi banyak dijadikan tempat warga berolahraga dan bersantai.  3 "
Antaresh Atx,1,2 bulan lalu,Tak tersedia parkir yg memadahi jika ramai.smrawut ruwet...tak tertera rambu ..apalagi malam.. petugas juga kurang cekatan👎 …  1 
Jamil Pujianto,5,4 tahun lalu,Salah satu taman keluarga yang sangat worth it untuk di kunjungi jika pergi ke kota malang atau batu.. Tamanya bersih dan tertata Ada biang lala yang menambah daya tarik Serta ada beberapa mainan untuk anak Cocok dikunjungi bersama anak dan keluarga. Serta banyak kuliner enak di sekitar taman  
Hesti Trisnawati,5,4 tahun lalu,"Alun-alun yang representatif hiburan rakyat, menghilangkan penat, tempat bermain anak cukup beragam, ada playground, bianglala, dan Carousell. Tiga wahana kegemaran anak. Taman cukup rindang, fasilitas tersedia cukup lengkap, parkir, toilet dan tempat cuci tangan. Dikelilingi berbagai macam kuliner dan oleh-oleh khas malang. Lokasi strategis, dekat dengan Masjid Agung dan pusat keramaian kota Batu, jadi tak elak bila selalu ramai di akhir pekan.  "
dewi ida setyawati,4,2 tahun lalu,Menyenangkan sekali kalau malam di aini ramai sekali... Ada pasa kuliner juga lengkap semua ada makanan berbagai macam ada  1 
Linah Sapitri,5,4 tahun lalu,Ada biang lala yang gede kayak di tokyo Jepang. Biaya naik sekali putaran hanya 5000 saja. Tersedia pasar tumpah yang menjajakan aneka makanan bagi pengunjung juga pernak-pernik buat oleh-oleh. Parkir luas dan selalu ramai.  6 
Winda arja,4,5 tahun lalu,"Nyaman banget buat liburan, makanan dengan harga terjangkau, beragam, ada nasi goreng, pecel malang, seafood, sampek mie instan ada semua pokok, mawar yang dijual di samping jalan. Pokonya seru deh, cuman kalo libur panjang tuh agak macet ya jalannya hehe maklum laah..  1 "
anwar musyadad,1,setahun lalu,Masjid bersih besar megah sekali Pelayanan nya juga ramah bahkan ada air minum gratis dan sandal nya jamaah pun di balikin(di tatake) 🥰🥰🥰🥰🥰🙏👍👍 Ada bagus Bersih luas dan banyak
enrimon liem,5,2 tahun lalu,Banyak makanan dan jajanan disini kalau malam. Dekat sama pasar Laron. Tempatnya juga walaupun padat tapi bersih. Ada playground buat anak-anak Ada toilet umum jadi ngga usah kuatir. Ngga boleh bawa hewan peliharaan disini ya.
To Dito,5,setahun lalu,"Kawasan yg selalu ramai, area dalam alun alun dilarang merokok jadi kalo merokok di luar kawasan alun alun.  "
ime Hdd,4,4 tahun lalu, 
Widi Astuti,5,9 bulan lalu,Malam Minggu menghabiskan waktu di alun alun kota Batu sambil menikmati kuliner.  
Dody Irawan,5,2 bulan lalu,"Tempatnya nyaman bagi keluarga, penataan sangat bagus Dan bersih.. Hanya satu Yang sulit, cari tempat parkir mobil  "
rizka Nura,4,setahun lalu,"Kemarin pertama kali kesini, vibesnya enak sekali, sambil menunggu keponakan main² air mancur menari. Diarea sekitar alun² juga banyak penjual makanan. Tenant makanannya bermacam². Dekat dengan masjid jadi kemarin sembari menunggu yg laki² jum'atan masih bisa menunggu dengan chill disini. Taman bermain ramah anak sekali."
Anisa Rab Adi,5,2 tahun lalu, 8 
mazh wardani,5,sebulan lalu,"Di area dalam alun2, bebas dr asap rokok. Tp sayang wahana bianglala tutup.  "
Much Afirmansyah,4,setahun lalu,"Bagus banget pemandangannya, harga tiket terjangkau, cocok untuk acara berlibur sekeluarga, jalan-jalan, maupun liburan krekreasi. Karena tempat nya menawarkan harga tiket terjangkau untuk naik bianglala dsb. Banyak penjual. Dan cocok untuk beli oleh-oleh khas kota batu. Good!!  3 "
Cangkir Kopi Official,5,3 tahun lalu,Tempat rekomended apabila ke kota batu. Untuk tempat parkir tersedia sangat banyak. Untuk parkir membayar rp 2.000. untuk memasuki kawasan alun-alun batu wajib menunjukkan bukti surat vaksinasi baik itu dalam surat atau melalui aplikasi pedulilindungi. Juga tersedia di sekitaran alun-alun kios-kios penjual makanan serta cafe-cafe yang enak dibuat untuk nongkrong.  2 
swastiindah pujiastuti,4,2 tahun lalu,"Banyak pilihan kuliner yg dapat di nikmati. Mampir di ayam tulang lunak, makanannya enak. Jadi pesan bayar lalu makan. Untuk nasi, sambal dan lalapan dapat ambil sendiri dan sepuasnya. Enak makananya. Dan para pramuka sajinya cekatan.  "
Sarah San,3,setahun lalu,Masih aja ada yg ninggalin sampah 😪😪pas kesini musim liburan jd ramai byk pengunjung …  
tin arta,5,2 tahun lalu,Hampir tiap hari ramai yaa... disini aneka dari yang legend sampai jajanan kekinian. Alun2 ini ada taman dan masjid besar yang sangat ramai  
Fransisca Amaylia Widyatno,5,4 tahun lalu,"Fasilitas lengkap ada toilet, street food, taman bermain, souvenir, dekat masjid, dll. Lebih baik ngga usah dateng pas hujan soalnya lumayan becek.  "
Luqman Ardhani,5,2 bulan lalu,"Bersih dan nyaman.. sangat menghibur pada malam hari, karena ada hiburan hantu2an di seputaran alun-alun... Next pasti kesana lagi Keren dan bervariatif Bersih"
natasha lily,4,2 tahun lalu,"Tempat yang cocok untuk bersantai sejenak di tengah kota Batu. Kalo siang bisa naik Friss wheel dan melihat pemandangan kota Batu dari atas. Banyak pilihan makanan di sekitar sini, termasuk pos ketan legenda yang letaknya tidak jauh dari sini. Kalo malem banyak ditemui street food dengan harga yang variatif.  "
theresia andriani,4,3 tahun lalu, 
Fitri Vitamiasari,5,4 tahun lalu,"Meski pandemi tetap ramai banget,, petugas juga disiplin untuk mengingatkan pemakaian masker.. Uda niat naik bianglala antri mengular dari jam 6 malam.. ehh ada info baru dibuka jam 7 malam,, oke keluarlah dari antrian yg mengular daripada kelaparan masuk angin nunggu sejam.. Jam 7.30 antri lagi naik bianglala,, ngantri panjang lagi bawa dua anak kecil.. Minusnya pas naik dan turun kita kudu bergegas karena bianglala jalan terus meski pelan. Tapi ndak masalah krn view dari atas kerennn banget,, kagak bisa selfi selain gelap, sikecil juga gerak mlulu antusias  3 "
Asti Dian,5,3 tahun lalu, 1 
Muhammad Khusaini,5,3 tahun lalu,"Tempat liburan yang gratis. Enak dikunjungi. Bersih. Nyaman. Kalau Anda sekarang pergi ke sini, siapkan dokumen vaksin minimal satu kali. Protokol kesehatan juga dijaga ketat disini. Banyak sarana cuci tangan yang tersedia disekitar alun alun.  2 "
Amiy Hamzah,5,setahun lalu,Alun alunya luas Tempatnya bersih Cocok untuk piknik keluarga dll  
Anjani Kurnianingtyas,5,setahun lalu,"Sayang bianglala nya mati 🥺 padahal jauh² nyempetin k sini ngajak bocil . Kalo k batu dulu pasti jajan nya loklok ❤ Taman bermain anak nya bersih sih . Anakku gak pake sendal kaki nya gak item . Pada taat sih alhamdulillah org nya🤭 Makin makin banyak jajanan sekarang ya . Toilet nya sih yang kurang , maklum gratis . Mungkin bisa d buat bayar kali tp di jaga kebersihan . Karena kmarin pip gak ada flush nya , d dinding² wc duduk nya ada berkerak gitcuuu 🥺 Oke , jangan lupa lepas sendal ya anak nya bunda bundiii"
Wita R S,5,setahun lalu,"Pengalaman pernah beli bakso/cilok disekitaran alun-alun batu yang viral banget itu. Buset saya ngantri sampe 1.5jam? Penjualnya songong karena rame, dan sistem antriannya ngga banget. Saya beberapa kali keduluan dari yang baru dateng, padahal saya sudah lebih lama disitu. Ternyata rasanya biasa aja, hiks. Dengan harga yg cukup mahal, 10rb seporsi. Kalau alun-alun nya sendiri emang selalu ramai dan banyak tempat makan, Hati-hati dalam memarkir kendaraan dan jaga barang bawaan soalnya rawan copet.  "
Daun,3,7 bulan lalu,"Long time tidak kesini, eh ketemu tetangga sendiri. Suasana sudah tak seindah dulu. Dremulen nya juga gak bisa dinaiki. Tapi selalu bikin candu. Pas otw sini keblondrok kedua kalinya makan bakso 15.000 yang rasanya gak ngalor gak ngidul. Dan es teh kemasan gelas plastik yang harganya mehong 6000 rupiah. Ditambah kursi yang seadanya membuat saya muak sekali. Cukup lah sekali saja tidak membaleni lagi. Bagus masih layak pakai"
Sherly Novitasari,5,2 tahun lalu,"Tempat yang wajib dikunjungi setiap kali ke malang. Selalu rame, street foodnya banyak pilihan dan murah murah. Baik bianglala cuma 5 ribu tapi antrinya lumayan apalagi kalau weekend. Parkirnya juga luas tapi tetep harus waspada karena kadang ga dikasih tiket parkir. Dekat masjid jadi gampang kalau mau ibadah.  "
Rizqa Waril,5,3 tahun lalu,"Alun-alun kota Batu. Alun-alun yang sangat bagus dan cukup luas dengan permainan yg banyak. Tapi kalau pagi di dalam gak dibuka. Hanya banyak pengunjung yg berlari diluar pagar. Banyak penjual makanan disekitarnya juga. Kalau malam hari sangat ramai pengunjung dan aneka ragam penjualal makanan dan aksesoris berjejer. Apalagi kalau malam Minggu seperti sekarang, benar-benar ramai pengunjung. Bersebelahan dengan masjid agung An-Nur yang sangat nyaman. Sekian dan semoga bermanfaat review dari saya.  1 "
Syarofina Pratiniyata,5,2 tahun lalu,"Wisata gratis murah meriah. Banyak jajanan di sekitar alun-alun. Tinggal pilih sesuai budget. Ada tempat permainan anak, tapi kondisi saat weekend super padat. Ada ferriswheel, tiket juga murmer. Hanya tidak selalu beroperasi, cuma di jam-jam tertentu. Di seberangnya ada masjid sekaligus plaza batu. Kondisi parkiran cukup padat. Jika pakai sepeda motor lebih mudah daripada mobil karena bisa parkir langsung di samping alun-alun. Cocok untuk beristirahat saat lelah dari perjalanan atau sekedar menikmati jajanan di sekitar.  "
San Toso,5,4 tahun lalu,"Lokasi bersih dan ramah anak, bebas asap rokok. Tersedia tempat cuci tangan dan handsanitizer. Cuma kamar mandinya sudah waktunya di reparasi dikit².  "
moch yasin,5,3 tahun lalu,Alun alun kota yg sangat bagus bersih dan nyaman fasilitas lengkap dan tertata dengan baik dan rapi cocok untuk keluarga dan rombongan kita bisa duduk dan nyaman di samping kita nyantai kita bisa kulineran karena di sini di sediakan aneka macam makanan tradisional dan modern semua tersedia apalagi kalau kesini malam hari oh asyik banget karena banyak sekali permainan lampu di sudut 2 alun alun sip mantap.  1 
Mikazen,4,4 tahun lalu,"Bersih, dan lebih rapi daripada terakhir saya ke sini. Selama pandemi tetap buka, jam 19 tutup. Hanya wajib patuh prokes, ada petugas yang keliling mengingatkan. Bianglala juga tetap bisa digunakan start jam 10.  "
Tummil als,5,4 tahun lalu,"Wkwkkwk sering banget kesini buat makan d pasar laron (sebelahnya) tempatnya tidak pernah sepi, apalagi pas highseason kyk gini Bisa main air wkwkkww Belanja oleh2 Naik komedi putar / biang lala 5000 rupiah sajaaa  "
Lalita Hanief,5,setahun lalu,"Tempat favorit sejak waktu kuliah tahun 2004 dulu... Berlokasi persis di seberang Masjid Kota Batu. Alun-alun Batu yang sejuk, rindang banyak pepohonan. Tersedia playground untuk anak di bawah 10 tahun, bianglala, komedi putar dan juga tugu Apel yang jadi Ikon kota Batu. Di sekitarnya banyak jualan kuliner seperti susu murni, es krim dan gelato, roti mariam, bakso Malang, ketan susu, dan pujasera yang menjual aneka jajanan dan minuman.  1 "
Nadia Putri,5,2 tahun lalu,"Tempat yang paling sering aku kunjungi di kala gabut melanda, tiket naik bianglala juga murah 5 rb sekali putaran dan juga pasar malamnya yg sangat ramai dengan berbagai macam kuliner  1 "
Nuna,5,2 tahun lalu,"Alun2 yg selalu jadi tujuan kalau ke batu. Karena beli dimsun hotman,maryam, ketan susu dan jalan2 ke dalam pasar laron nya. Dekat dgn masjid. Cocok buat melepas penat dgn suasan dingin kota batu  "
Taufiq Takada,5,setahun lalu,tempat dengan vibe yang dingin dan asri tempat ngelamun paling favorite dengan banyak foodcourd disampingnya dan untuk fasilitas sangat banyak  
Umi Mujiarni,5,4 tahun lalu,"Tempatnyaa sangat tertata rapi, tanaman disana juga sangat terawat, ada wisata kulinernya, ada tempat bermain untuk anak anak, ada wahananya jugaa, cocok untuk melepas penat, banyak pengunjungnya kalau mau poto poto harus lebih bersabar  "
Petite ORL,5,10 bulan lalu,"Lengkap, bersih dan udaranya sejuk. Mulai dari penjual makanan yg beragam sampai penjual bunga pun ada. Banyak badut anak yg friendly.  "
Amanda Nisa'ul Mawaddah,5,8 bulan lalu,"Kalo ke alun² wajib banget kulineran, Krn banyak macem² kuliner yang ada."
Egi Tyo Kristy,4,4 tahun lalu,"Alun Alun Kota Wisata Batu adalah salah satu objek wisata yang terletak di pusat Kota Batu. Alun alun Batu berlokasi di bundaran persimpangan antara Jalan Diponegoro dan Jalan Gajah Mada Kota Batu, Jawa Timur. Ada juga terdapat wahana di alun-alun Batu yaitu ferries wheel dan merry go round. Cukup dengan membayar Rp5.000,- untuk sekali main, pengunjung dapat menikmati keindahan panorama sekitar alun alun Batu dari ketinggian ferries wheel. Ada juga children playground, taman air mancur, dan lampion hias di area alun-alun. Pengunjung tidak dikenakan biaya untuk menikmati fasilitas ini. Selain itu, terdapat fasilitas standar seperti smoking area, ruang informasi yang berbentuk strawberry raksasa, dan toilet dengan bentuk apel. Di tengah alun-alun terdapat air mancur yang dikelilingi kursi-kursi sebagai tempat para pengunjung melepas lelah dan menikmati suasana alun alun yang sejuk. Overall alun akun ini wajib dikunjungi oleh wisatawan...  2 "
Fiko Agung,3,setahun lalu,"Sebagaimana kebanyakan alun-alun di kota yang lain. Sangat ramai, banyak mainan anak-anak, aneka kuliner. Sangat ketika malam. Agak susah mencari parkiran roda empat terlebih saat akhir tahun seperti sekarang ini.  "
Maria Adyuta,5,setahun lalu,"Nyaman, ada area toiletnya juga, lumayan dingin klo udah sore. Banyak UMKM. Banyak yg berubah, terakhir kesini tahun 2022, jalanan dekat Ketan Legend masih luas, skrg jalurnya udah dipake utk UMKM  1 "
Norma Dias,4,3 tahun lalu,+ lokasi cukup strategis + banyak tersedia wahana permainan + banyak spot kulineran di sekitar alun-alun + cukup bersih & terawat + suasana asri & rindang - tidak terlalu luas  1 
ABC,4,3 tahun lalu,"Waww keren, alun-alun yg kulinernya lengkap dan ada taman bermain. Disemarang sepertinya belum ada yg seperti ini. Kulinernyaa beneran lengkaapp dan buanyakk pilihan. Saya kesana waktu malam minggu. Ramee poll parkiran penuh. HARGA NYA WAJAR walau banyak wisatawan yg datang dari luarkota tapi disini harga nya wajar gak ngepruk harga. Nasi goreng mulai dari 10ribu saja, mi ayam 8ribu saja, sate-satean atau orang batu menyebutnya lok-lok juga lengkaap banget. Nyenegin kesini,, bingung mau makan apa karena malah banyak banget pilihan nya .haha  2 "
Christya Susi,5,4 tahun lalu,"Alun-alunnya kecil tapi fasilitasnya bagus, ada taman bermain anak, feriswhell, komedi putar, sayang tempat mainan airnya uda ga jalan. Di sekitar alun2 ada masjid, dan pusat kuliner. Jadi bisa sekalian nyari makan kalo laper.  "
yusrizal yafie,4,3 bulan lalu,Tempat rekreasi ramah anak  
Gallery Marmer Tulungagung,4,2 tahun lalu,"Ramai sekali, banyak pilihan menu makanan dari camilan hingga makanan berat, tempat parkir luas  "
Laila Silalahi,5,2 tahun lalu, 
Faizal Oktaf,5,2 tahun lalu, 
Norman Marantika,4,2 tahun lalu,Alun2 Batu yg keren dan indah. Banyak kulinery yg tersedia disana. Cocok buat event grebek kulinery. Hanya saja skr agak ruwet krn banyak parkiran motor yg ada di sembarang tempat  1 
Muhammad Suherman,5,3 tahun lalu,"Alun-alun Kota Batu tempatnya ramai dan banyak pedagang, sempat naik ferris wheel/kincir ria/bianglala di sini beberapa tahun lalu, melihat pemandangan malam kota. Pertama kali mencoba jajanan sempol dan jadi doyan sampai sekarang.  "
Susmiati Manis,5,4 bulan lalu,"Sayang waktu itu hujan deras, jadi gak bisa kemana-mana mana cuma duduk di Masjid Masjidnya bersih  "
Stefany Kusumardani,5,setahun lalu,"Bagus pol nek malam. Cari makanan minuman adaaaaaa buanyaakkk. Paling bagus emang kalau malem gini, kalau siang agak panas. Tempatnya bener bener strategis. Cuma emang kalau malem pas pulang harus siap kedinginan. Kalau dari suasananya udah cocok banget buat relax meskipun ngga banyak jajan.  "
Yasaminah Zharifah,4,setahun lalu,"Tempat ini cocok untuk hunting makanan dan jalan-jalan bersama teman dan keluarga. makanan yang dijual sangat beragam dan rekomen banget beli ketan, susu sama roti maryam karena enak bangettt😭😭🫶🫶 Minusnya tempat ini ramai dan susah banget buat nyari parkir mobil:')  2 "
Aris Maziddah,5,4 tahun lalu,"Kalo kesini ndak pernah lupa buat beli satay nya deh. . Untuk masuk ke alun alunnya sudah dibuka tapi tetep harus sesuai protokol kesehatan yah.. pakai masker, cuci tangan.. yang bawa anak kecil juga dijagain baik baik yah  1 "
Rosa Rose,5,3 minggu lalu,BARU Selalu rame.. Destinasi wajib klo ke Batu  
Dewi SW,4,3 bulan lalu,"Tempatnya tidak terlalu luas, namun fasilitas nya cukup lengkap."
fio clyne,5,2 tahun lalu,"kincir cuma beroprasi weekend saja, tersedia playground untuk anak anak, ramesekali tempat makan juga banyak, enaksekali untuk wisata  "
Irawan Bligo,5,4 tahun lalu,"Tempatnya bagus dan pas untuk beristirahat tuk sekedar melepas lelah (terutama tuk pengendara roda 4 parkirannya nyaman), sambil mencicipi jajanan sekitar alun alun  "
Dea Ayus,5,3 tahun lalu, 1 
Agus Priyono,5,3 tahun lalu,Setelah satu tahun lebih tidak bisa bepergian krna Covid 19. Akhirnya tempat2 wisata di kota Batu sudah mulai di buka.. Tanpa terkecuali Alun2 kota Batu... Dan bisa bersantai lagi bersama keluarga.. Buat melepas penat untuk sejenak  1 
Heri Sisworo,5,4 tahun lalu,"Fasilitas umum yg masuknya gratis. Alun2 ini area bebas asap rokok (no smoking) sehingga ramah buat anak. Naik bianglala juga menyenangkan, sekali putaran Hanya 5 ribuan.  "
Wahyu Racaf,1,setahun lalu,"Enak2 duduk diatas nikmatin alun2 batu eh malah diusir ibuk2 gajelas. nyusahin wisatawan. pdhal tempat duduk bnyak dan bebas duduk, maksa kita beli ditempat dia klo tidak beli diusir, minus akhlak mending diudahin aja dripada ganggu wisatawan yg lain  "
Moch Soleh,5,setahun lalu,Alun-alun kota Batu tempat yang indah untuk jalan-jalan. Di sekitar alun-alun kota batu banyak tersedia kuliner seperti di pasar panggung dan pasar laron. Semakin banyak tempat kuliner di dekat alun-alun Batu. Dan semakin banyak tempat untuk membelih oleh-oleh.  1 
Fauzan Ramadhan,4,3 tahun lalu,"Tempatnya cukup luas untuk sekedar istirahat dan bermain di situ, karena ada beberapa wahana yang bisa dinaiki (tapi ketika saya ke situ bulan mei 2022, wahana sedang tidak beroprasi). Serta tempatnya banyak pohon, sehingga tidak panas. Di sekitar alun-alun banyak jajanan dan kuliner yang bisa dinikmati. Serta tempat parkir yang mudah ditemukan. Di depan alun-alun ini terdapat masjid kota yang cukup luas untuk beribadah.  "
Daniel Soesanto,2,sebulan lalu,"Bagus sih bagus, cuma gara2 fokus ke parkiran motor, jadinya mobil terabaikan.  "
Anthony Andromeda,5,setahun lalu,Ruang terbuka Hijau ikon Kota Wisata Batu. Waktu terbaik untuk mengunjungi tempat ini waktu pagi hari. Ramai dengan burung yang berkicau indah. Bahkan terlihat beberapa tupai melintas. Semoga tetap terjaga kelestariannya.  
ABDUL HARIS,5,3 tahun lalu,"pengalaman ke 3 iki saya ke alun alun batu ..suasananya enak banget ..memang cocok untuk destinasi wisata di kota batu ini .. makanannya juga enak"" di skitaran alun"" orangnya juga ramah banget ..mau mengingatkan ketika kita salah .. dan salut banget sama orang di alun"" batu .. keren poll wes pokok e 😁  "
AmalROOM,4,4 tahun lalu,"Alun2 tercinta, dekat masjid jadi kesana pas ramadhan gak bingung ama traweh, kuliner jajan jalanan alisa street food mantab, apalagi yang bikin kangen ada si @rajaloklok 🧡😊 …  "
Adhimas,4,2 tahun lalu,"Salah satu alun alun paling hype di Jawa Timur. Hidup banget suasanan. Cocok untuk yang berkeluarga ada taman bermain anak gratis yang kualitasnya cukup bagus dan aman. Banyak kuliner enak dan banyak pilihan permainan. Kalau mau beli mainan buat anak, ingat ditawar ya. Minusnya itu pengamen jalanan terlalu banyak ya. Makan 10 menit sudah 5 pengamen yang nyamperin, susah amat mau makan aja."
Wulann wulinn,4,3 tahun lalu,Untuk masuk k area alun2 sekarang menggunakan scan peduli lindungi untk yg sudah vaksin dan menggunakan surat dokter untuk yg tdk d vaksin...ada istilah cek in cek out 😁 …  1 
nidita hafizna,5,2 bulan lalu,kalo ke batu selalu kesini 🥺💗 …  
Nopi Dwi Rahayu,5,2 tahun lalu,"Tempatnya asyik..buat anak2 kecil dan dewasa, banyak mainan, tempatnya lumayan bersih, banyak yg jualan makanan,dan lumayan murah harganya...  "
Mady Deka Apriliya,5,3 bulan lalu,Singgah dari joging keliling dari hotel kontena  
mutiara atikah,5,setahun lalu,"Tempatnya sejuk cenderung dingin & banyak banget jualan kudapan dan makanan besar Cocok untuk pergi bersama pasangan dan keluarga, kalau parkir mobil agak terbatas tapi kalau pakai motor lebih mudah parkirnya  "
Indah Puritiara,5,5 tahun lalu, 1 
Fithry Oemar,5,4 tahun lalu,"Warga Malang dan sekitarnya seringkali menghabiskan waktu senggang atau liburnya dg berwisata kuliner di alun-alun kota Batu. Terkenal dengan ketan-nya. Dengan varian berbagai topping. Pengunjung dengan sabar menunggu sesuai dengan nomor antrian. Selain ketan, ada berbagai macam jalanan yg menjadi incaran pemburu kuliner. Aneka mainan juga tersedia. Cocok untuk acara jalan-jalan bersama keluarga.  "
niken sawitri31,2,setahun lalu,"Sebelumnya Saya sering main kealun2. Tapi baru kali ini Hari Minggu malam tgl 9 juni 2024 ingin ketoilet, ternyata toiletnya sangat kotor, becek dan bau. Mending toilet berbayar tapi bersih dan tidak bau. Dari pada gratis tetapi sangat kotor, becek, tisu dimana2."
Muhammad Arif,5,2 tahun lalu,"Alun2 yg berkonsep taman. Di area alun alun ada masjid, foodcourt. Kalau malam rameee. Nyaman buat hang out  "
Alim Mualim,5,5 bulan lalu,"bersih nyaman keren, mantabbbbbb!!!!!!  "
Putri Hidayatillah,5,setahun lalu,"Kalo ke batu selalu mampir kesini, gak pernah ada bosennya Tempatnya walawpun bukan weekend tetap ramai yang jual, tetap ramai pengunjung  "
Dandi Pratama,5,4 tahun lalu,Alun-alun kota Batu Malang Fasilitas lengkap dan ada taman bermain untuk keluarga. Cocok sekali untuk menghabiskan waktu bersantai bersama teman atau kolega.  2 
nia rahma,5,3 tahun lalu, 
Sherly Octaviany,5,3 tahun lalu, 
Sophian Whardana,5,setahun lalu,"sudah berulang kali kesini , sayang kemarin waktu kesini biang lala tidak bisa , suasana pasar masih sama , parkir juga lebih teratur , intinya lebih baik , cuma sayang biang lala tidak beroperasi , mohon di benahi karena itu juga merupakan daya tarik wisatawan dari berbagai kota untuk datang ke alun² batu  "
Hermawan Dwi Cahyo,3,setahun lalu,"Untuk area parkir sangat terbatas, bbrpa wahana permainan tidak bisa berfungsi. Cukup merakyat dan murah banyak kuliner di sekitar, untuk playground anak2 kurang oenerangan dan jika hari libur atau weekend waspada di area ini banyak penumpukan anak2 yg berjubel sllu awasi anak anda ...  "
Muhammad Rizky Alfian Noor,4,5 bulan lalu,"Alun-Alun Kota Wisata Batu adalah tempat yang cocok untuk kalian yang ingin berhenti sejenak untuk bersantai bersama keluarga, teman, ataupun pasangan dan sedang berada di Jalan Diponegoro. Tempatnya luas, tempatnya terletak di tengah kota. Saya sudah beberapa kali ke sini, tempatnya bersih.  "
Moch Ichsan,5,4 tahun lalu,Rekomendasi klo mau jalan-jalan ke Kota Malang mampir ke Kota Batu Buka rekomendasi datang ke tempat ini jam hingga jam Mau kuliner ada susu sapi saran Saya beli di toko pojok KUD (depan POS Ketan Legenda)  1 
elia roesbianto,5,4 tahun lalu,Banyak banget menu jajanan yg di jual di sana.untuk ke alun2nya tetap protokol kesehatan. ada macem2 kopian dan resto disekitar yg rasany enak2  
achmad Subri,5,setahun lalu,"Sayang sekali malam minggu jam 21.30 taman sudah dimatikan dan area taman sudah harus kosong,padahal salah satu wisata malam yg wajib dikunjungi.mungkin jam oprasionalnya ditambah khusus malam minggu dan malam senin  "
Siti Nurrohmah,5,3 tahun lalu,"Pastikan kalian sudah vaksin dan sudah menginstal apk peduli lindungi karna skrng masuk harus menggunakan barcode vaksin, stay save ya temen temen ☺☺  1 "
Andi Yuhono,5,3 minggu lalu,BARU Di sekitar area alun-alun adalah tempat cari makan yg murah meriah kalo pas lagi liburan di daerah Batu  
سنْط,5,2 tahun lalu,"Meski kecil tapi ditata dengan baik. Bersih dan rapi, ada wahananya jg,, mantap pokoknya. Playgroud anak meski kecil jg bersih, dan yg teepenting pengunjungnya taat untuk lepas alas kaki..gk kayak alun alun kota malang sudah suram pengunjung jg tidak tertib.  "
Siti Muflihatul Kamilah,5,5 bulan lalu,Bagus sekali cocok untuk anak-anak Toiletnya bersih
Aini,4,4 tahun lalu,Tempatnya menarik deket masjid dan tempat jualan makan n souvenir. Untuk masuk kincir angin usia>3 bayar 5k/orang  
Rani Fara Yunia,5,3 tahun lalu, 
